DIDE_CODE,ISO,GAUL_CODE,NAME_0,NAME_1,CONTINENT,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20
377,MDG,41755,Madagascar,Anosy,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
378,MDG,41756,Madagascar,Atsimo Andrefana,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
379,MDG,41757,Madagascar,Atsimo Atsinanana,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
380,MDG,41758,Madagascar,Atsinanana,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
381,MDG,41759,Madagascar,Betsiboka,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
382,MDG,41760,Madagascar,Boeny,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
383,MDG,41761,Madagascar,Bongolava,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
384,MDG,41762,Madagascar,Diana,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
385,MDG,41763,Madagascar,Haute Matsiatra,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
386,MDG,41764,Madagascar,Ihorombe,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
387,MDG,41765,Madagascar,Itasy,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
388,MDG,41766,Madagascar,Melaky,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
389,MDG,41767,Madagascar,Menabe,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
390,MDG,41768,Madagascar,Sava,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
391,MDG,41769,Madagascar,Sofia,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
392,MDG,41770,Madagascar,Vakinankaratra,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
393,MDG,41771,Madagascar,Vatovavy Fitovinany,Africa,0,0,0,0.0095,0.0065,0.0276,0,0.113,0.2896,0.3634,0.4937,0.5719,0.6101,0.7951,0.6824,0.7356,1,0.9855,0.9239,1,0,0,0,0.0124,0.0248,0.0373,0.0497,0.0932,0.0763,0.2261,0.218,0.9,0.9,0.9,0.9,0.8085,0.0689,0,0,0
394,MWI,65268,Malawi,Area under National Administration,Africa,0,0,0,0.0131,0.0169,0.0621,0.1439,0.2651,0.4002,0.3002,0.3967,0.5001,0.3685,0.5133,0.8478,1,1,1,1,1,0,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1179,0,0,0,0
395,MWI,1888,Malawi,Central Region,Africa,0,0,0,0.0131,0.0169,0.0621,0.1439,0.2651,0.4002,0.3002,0.3967,0.5001,0.3685,0.5133,0.8478,1,1,1,1,1,0,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1179,0,0,0,0
396,MWI,1889,Malawi,Northern Region,Africa,0,0,0,0.0131,0.0169,0.0621,0.1439,0.2651,0.4002,0.3002,0.3967,0.5001,0.3685,0.5133,0.8478,1,1,1,1,1,0,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1179,0,0,0,0
397,MWI,1890,Malawi,Southern Region,Africa,0,0,0,0.0131,0.0169,0.0621,0.1439,0.2651,0.4002,0.3002,0.3967,0.5001,0.3685,0.5133,0.8478,1,1,1,1,1,0,0,0,0,0,0,0,0.0018,0.0036,0.0054,0.0072,0.007,0.02,0.1367,0.0209,0.1179,0,0,0,0
398,MLI,1926,Mali,Bamako,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
399,MLI,1927,Mali,Gao,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
400,MLI,1928,Mali,Kayes,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
401,MLI,1929,Mali,Kidal,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
402,MLI,1930,Mali,Koulikoro,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
403,MLI,1931,Mali,Mopti,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
404,MLI,1932,Mali,Segou,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
405,MLI,1933,Mali,Sikasso,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
406,MLI,1934,Mali,Tombouctou,Africa,0,0,0,0,0.0087,0.0081,0.0237,0.0858,0.1896,0.5026,0.6072,0.6642,0.7394,0.7094,0.7261,0.7454,0.8099,1,1,1,0,0,0,0,0,0,0,0.008,0.0161,0.0242,0.0322,0.0312,0.0288,0.0319,0.0489,0.0516,0.0498,0.049,0.049,0.049
408,MRT,2005,Mauritania,Assaba,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,MRT,2006,Mauritania,Brakna,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,MRT,2008,Mauritania,Gorgol,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,MRT,2009,Mauritania,Guidimaka,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,MRT,2010,Mauritania,Hodh Ech Chargui,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,MRT,2011,Mauritania,Hodh El Gharbi,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,MRT,2013,Mauritania,Nouakchott,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,MRT,2014,Mauritania,Tagant,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,MRT,2016,Mauritania,Trarza,Africa,0,0,0,0,0,0,0.0004,0.0016,0.0042,0.0105,0.0277,0.0728,0.1901,0.4981,0.3644,0.2211,0.2028,0.1733,0.1955,0.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,MOZ,65246,Mozambique,Area under National Administration,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
439,MOZ,2112,Mozambique,Cabo Delgado,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
440,MOZ,2113,Mozambique,Gaza,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
441,MOZ,2114,Mozambique,Inhambane,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
442,MOZ,2115,Mozambique,Manica,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
443,MOZ,2116,Mozambique,Maputo,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
444,MOZ,2117,Mozambique,Maputo (city),Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
445,MOZ,2118,Mozambique,Nampula,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
446,MOZ,2119,Mozambique,Niassa,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
447,MOZ,2120,Mozambique,Sofala,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
448,MOZ,2121,Mozambique,Tete,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
449,MOZ,2122,Mozambique,Zambezia,Africa,0,0,0,0.0035,0.0042,0.012,0,0.0549,0.1328,0.1655,0.311,0.3732,0.3385,0.4475,0.5838,0.6631,0.7953,0.9644,0.9657,0.9274,0,0,0,0,0,0,0,0.0741,0.1482,0.2223,0.2964,0.2931,0.371,0.3212,0.3566,0.0731,0.3645,0.2057,0.2057,0.2057
450,NAM,2137,Namibia,Caprivi,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
451,NAM,2138,Namibia,Erongo,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
454,NAM,2141,Namibia,Kavango,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
456,NAM,2143,Namibia,Kunene,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
457,NAM,2144,Namibia,Ohangwena,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
458,NAM,2145,Namibia,Omaheke,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
459,NAM,2146,Namibia,Omusati,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
460,NAM,2147,Namibia,Oshana,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
461,NAM,2148,Namibia,Oshikoto,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
462,NAM,2149,Namibia,Otjozondjupa,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0.1404,0.2105,0.2807,0.3028,0.2382,0.1954,0.2292,0.3254,0.3369,0.1583,0.3244,0.3703,0.3853,0.3531,0.3215,0.2453,0.2453,0.2453
463,NER,2202,Niger,Agadez,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
464,NER,2203,Niger,Diffa,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
465,NER,2204,Niger,Dosso,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
466,NER,2205,Niger,Maradi,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
467,NER,2206,Niger,Niamey,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
468,NER,2207,Niger,Tahoua,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
469,NER,2208,Niger,Tillaberi,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
470,NER,2209,Niger,Zinder,Africa,0,0,0,0.003,0.0036,0.0102,0.0285,0.0724,0.19,0.4984,0.4238,0.3963,0.5835,0.4501,0.2685,0.2688,0.3688,0.5364,0.6127,0.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0.0168,0,0,0,0
471,NGA,65698,Nigeria,Abia,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
472,NGA,2211,Nigeria,Adamawa,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
473,NGA,2212,Nigeria,Akwa Ibom,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
474,NGA,2213,Nigeria,Anambra,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
475,NGA,65699,Nigeria,Bauchi,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
476,NGA,65700,Nigeria,Bayelsa,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
477,NGA,2215,Nigeria,Benue,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
478,NGA,2216,Nigeria,Borno,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
479,NGA,2217,Nigeria,Cross River,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
480,NGA,2218,Nigeria,Delta,Africa,0,0,0,0,0,0,0.0011,0.0023,0.0059,0.0161,0.0418,0.1092,0.2863,0.2368,0.1774,0.2531,0.2796,0.3232,0.3967,0.3496,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0021,0.0013,0.0011,0.0145,0.0008,0.0018,0.0018,0.0018
