DIDE_CODE,ISO,GAUL_CODE,NAME_0,NAME_1,CONTINENT,itn_cov1,itn_cov2,itn_cov3,itn_cov4,itn_cov5,itn_cov6,itn_cov7,itn_cov8,itn_cov9,itn_cov10,itn_cov11,itn_cov12,itn_cov13,itn_cov14,itn_cov15,itn_cov16,itn_cov17,itn_cov18,itn_cov19,itn_cov20,irs_cov1,irs_cov2,irs_cov3,irs_cov4,irs_cov5,irs_cov6,irs_cov7,irs_cov8,irs_cov9,irs_cov10,irs_cov11,irs_cov12,irs_cov13,irs_cov14,irs_cov15,irs_cov16,irs_cov17,irs_cov18,irs_cov19,irs_cov20
769,UGA,759,Uganda,Kalungu,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
770,UGA,42182,Uganda,Kampala,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
771,UGA,760,Uganda,Kamuli,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
772,UGA,42183,Uganda,Kamwenge,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
773,UGA,42184,Uganda,Kanungu,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
774,UGA,761,Uganda,Kapchorwa,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
775,UGA,3121,Uganda,Kasese,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
776,UGA,47078,Uganda,Katakwi,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
777,UGA,42185,Uganda,Kayunga,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
778,UGA,3123,Uganda,Kibaale,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
779,UGA,1234,Uganda,Kiboga,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
780,UGA,1235,Uganda,Kibuku,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
781,UGA,47079,Uganda,Kiruhura,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
782,UGA,1241,Uganda,Kiryandongo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
783,UGA,3125,Uganda,Kisoro,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
784,UGA,763,Uganda,Kitgum,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
785,UGA,47080,Uganda,Koboko,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
786,UGA,764,Uganda,Kole,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
787,UGA,765,Uganda,Kotido,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
788,UGA,1261,Uganda,Kumi,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
789,UGA,766,Uganda,Kween,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
790,UGA,1344,Uganda,Kyankwanzi,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
791,UGA,1361,Uganda,Kyegegwa,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
792,UGA,1362,Uganda,Kyenjojo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
793,UGA,767,Uganda,Lamwo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
794,UGA,1370,Uganda,Lira,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
795,UGA,768,Uganda,Luuka,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
796,UGA,47083,Uganda,Luwero,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
797,UGA,1366,Uganda,Lwengo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
798,UGA,1372,Uganda,Lyantonde,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
799,UGA,769,Uganda,Manafwa,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
800,UGA,780,Uganda,Maracha,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
801,UGA,770,Uganda,Masaka,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
802,UGA,771,Uganda,Masindi,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
803,UGA,42189,Uganda,Mayuge,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
804,UGA,47085,Uganda,Mbale,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
805,UGA,47086,Uganda,Mbarara,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
806,UGA,1360,Uganda,Mitooma,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
807,UGA,47087,Uganda,Mityana,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
808,UGA,772,Uganda,Moroto,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
809,UGA,3136,Uganda,Moyo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
810,UGA,1363,Uganda,Mpigi,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
811,UGA,47088,Uganda,Mubende,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
812,UGA,1367,Uganda,Mukono,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
813,UGA,773,Uganda,Nakapiripirit,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
814,UGA,47089,Uganda,Nakaseke,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
815,UGA,42195,Uganda,Nakasongola,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
816,UGA,1368,Uganda,Namayingo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
817,UGA,774,Uganda,Namutumba,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
818,UGA,775,Uganda,Napak,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
819,UGA,776,Uganda,Nebbi,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
820,UGA,777,Uganda,Ngora,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
821,UGA,779,Uganda,Ntoroko,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
822,UGA,3141,Uganda,Ntungamo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
823,UGA,1364,Uganda,Nwoya,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
824,UGA,781,Uganda,Otuke,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
825,UGA,782,Uganda,Oyam,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
826,UGA,783,Uganda,Pader,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
827,UGA,1369,Uganda,Pallisa,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
828,UGA,1371,Uganda,Rakai,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
829,UGA,784,Uganda,Rubirizi,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
830,UGA,42197,Uganda,Rukungiri,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
831,UGA,1365,Uganda,Serere,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
832,UGA,762,Uganda,Sheema,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
833,UGA,785,Uganda,Sironko,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
834,UGA,786,Uganda,Soroti,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
835,UGA,3145,Uganda,Ssembabule,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
836,UGA,47090,Uganda,Tororo,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
837,UGA,42200,Uganda,Wakiso,Africa,0,0,0,0.0016,0.0017,0.005,0.0142,0.0359,0.0942,0.2473,0.3173,0.3513,0.4216,0.5125,0.4776,0.5603,0.9015,0.9609,0.8998,0.9821,0,0,0,0,0,0,0.0044,0.0089,0.0134,0.0178,0.0719,0.0659,0.0549,0.0908,0.0819,0.0794,0.0706,0.0852,0.0852,0.0852
